City,Price,Area,Location,bhk,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,Intercom,ClubHouse,24X7Security,CarParking,WashingMachine,Gasconnection,LiftAvailable
Chennai,4513000,797,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3490999,1120,Chromepet,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3285000,868,Chromepet,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16500000,930,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4829000,876,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16500000,1610,Thiruverkadu,3,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,8200000,1271,Vengambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,24200000,2691,Pallikaranai,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,24600000,1255,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,23300000,1938,Thiruvanmiyur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,17800000,1970,Thiruvanmiyur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,22799999,1871,Thiruvanmiyur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16500000,1431,Thiruvanmiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4829000,1831,Thiruvanmiyur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3188000,1610,Thiruverkadu,3,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2572000,1271,Vengambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6655000,839,Vengambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5050000,677,Vengambakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4605000,1331,Selaiyur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2650000,970,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6096000,881,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5108000,531,Selaiyur,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4810000,1183,Madambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4469000,961,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4963000,900,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4728000,851,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3719000,1201,Madambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6884999,1139,Madambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6258000,864,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5076000,1275,Rajakilpakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4692000,1159,Rajakilpakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4325000,940,Rajakilpakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6385000,869,Rajakilpakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6011000,801,Rajakilpakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6011000,1161,Sembakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5027000,1093,Sembakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5027000,1093,Sembakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3667000,931,Sembakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3021000,931,Sembakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2382000,965,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3700000,795,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3650000,627,Agaramthen,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3600000,850,Avadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,42699999,850,Avadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,39800000,850,Avadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3650000,3055,Egmore,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3600000,2655,Egmore,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,42699999,850,Avadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,39800000,850,Avadi,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,29600000,3055,Egmore,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,21200000,2655,Egmore,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,42600000,1975,Egmore,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,18500000,1415,Egmore,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,38300000,2840,Egmore,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,24900000,1325,Egmore,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,56100000,2555,Egmore,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,52600000,1660,Egmore,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,75700000,2610,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,48400000,2450,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,51600000,3225,Raja Annamalai Puram,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,47300000,2255,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16700000,2400,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,18200000,2200,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,17900000,2226,Korattur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,9764000,2436,Korattur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6200000,2392,Korattur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,18100000,1336,Korattur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6400000,708,Thoraipakkam OMR,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16100000,1720,Thoraipakkam OMR,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16700000,734,Thoraipakkam OMR,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,13400000,1576,Thoraipakkam OMR,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3490999,1636,Thoraipakkam OMR,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3285000,1296,Thoraipakkam OMR,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3619000,930,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2835000,876,Selaiyur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,8500000,742,Madambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3415000,654,Madambakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3500000,1620,Madipakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7500000,833,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4438000,545,Keelma Nagar,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4114000,1000,Velachery,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4114000,822,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3618000,763,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7441000,763,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7441000,670,Medavakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6647000,1378,Madipakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6296000,1378,Madipakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5783000,1231,Madipakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5157000,1166,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4860000,1071,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4676000,955,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4692000,900,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4692000,866,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4240000,1173,Perumbakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5781000,1173,Perumbakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5273000,1060,Vengaivasal,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4700000,1230,Pallikaranai,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4535000,1122,Pallikaranai,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4186999,1000,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3904999,965,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4331000,891,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7559999,831,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7128000,833,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6318000,1400,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5508000,1320,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5335000,1170,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4822000,1020,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5872000,988,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5482000,893,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5017000,1263,Sunnambu Kolathur S Kolathur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3864000,1179,Sunnambu Kolathur S Kolathur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3332000,1079,Sunnambu Kolathur S Kolathur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4580000,966,Perumbakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2188000,833,Vengaivasal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4491000,985,Sunnambu Kolathur S Kolathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5372000,522,Perumbakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4143000,966,Sunnambu Kolathur S Kolathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4840000,1221,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4589000,891,Sunnambu Kolathur S Kolathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4003000,1100,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4331000,1043,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4061000,861,Sunnambu Kolathur S Kolathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3744000,833,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3392000,923,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2952000,851,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2503000,771,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5145000,671,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4918000,569,Medavakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4481000,1225,Nanmangalam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4136999,1171,Nanmangalam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3876000,1067,Nanmangalam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3636999,985,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3313000,923,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2352000,866,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6139000,789,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7051000,560,Nanmangalam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5327000,1253,Korattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4000000,1439,Korattur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4200000,943,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,31500000,935,Avadi,2,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3415000,910,Gerugambakkam,2,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3152000,1850,Egmore,3,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3152000,833,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,769,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,769,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4784000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4518000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4518000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4331000,869,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4331000,869,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4331000,833,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4331000,833,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5202000,833,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4797000,833,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4797000,1269,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4797000,1170,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4797000,1170,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4485000,1170,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4485000,1170,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4485000,1094,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4067000,1094,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3772000,1094,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3561999,992,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5319000,920,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5319000,869,Sithalapakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5038000,1023,Kovilambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5900000,1023,Kovilambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4500000,969,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5850000,1175,Sholinganallur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,8200000,909,Kundrathur,2,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4118000,1155,Sholinganallur,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3897999,1400,Porur,3,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2613000,936,Perungalathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4237000,886,Perungalathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,15500000,594,Perungalathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,15900000,963,Perungalathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,15600000,1548,Valasaravakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,15700000,1591,Valasaravakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6000000,1563,Valasaravakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,8108000,1568,Valasaravakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,17600000,887,Velachery,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,17600000,1243,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,12600000,2712,Pallikaranai,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,12000000,2712,Pallikaranai,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,16500000,1944,Pallikaranai,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,8200000,1922,Pallikaranai,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,21400000,2691,Pallikaranai,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,25400000,1255,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,24400000,1341,Egmore,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5600000,1591,Egmore,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10000000,1526,Egmore,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10000000,830,Pallikaranai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7800000,1385,Madipakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10000000,1450,Kilkattalai,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6681999,956,Adambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5350000,1385,Madipakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5000000,1285,Kovilambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5000000,1028,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5100000,1250,Ottiyambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5282000,823,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,13400000,841,Madipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,14300000,915,Kilkattalai,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,12900000,1536,Velachery,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10600000,1639,Velachery,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,13799999,1475,Velachery,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10000000,1217,Velachery,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10700000,1582,Velachery,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,14000000,1147,Velachery,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,9625000,1234,Velachery,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4920000,1600,Velachery,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3675000,1100,Velachery,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3675000,615,Saidapet,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6125000,750,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5330000,755,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4214000,1263,Perumbakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3854999,1099,Perumbakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5854000,869,Perumbakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2570000,795,Perumbakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6018000,1140,Madambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5999000,530,Perumbakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4299000,1180,Madambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3245000,1180,Madambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2867000,1108,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3045000,824,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3247999,721,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,8084000,769,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2605000,824,Kovur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2605000,1304,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2495000,521,Kattupakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4564000,521,Kattupakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6100000,499,Kattupakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6363000,815,Mogappair,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3750000,1019,Maduravoyal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3267000,1010,Maduravoyal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2573000,670,Thoraipakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,12100000,989,Kattankulathur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5712000,780,Guduvancheri,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4163000,1600,Palavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3250000,1020,Thoraipakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4250000,1225,Maraimalai Nagar,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7000000,985,Maraimalai Nagar,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,10500000,850,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,9000000,1400,Maduravoyal,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,28200000,1600,Vettuvankani,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,31100000,1200,Palavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4900000,1885,Nungambakkam,3,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,36000000,1500,Adyar,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,36000000,876,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,36000000,2777,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3752000,2777,Raja Annamalai Puram,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4564000,2777,Alwarpet,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,38600000,670,Thoraipakkam,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,28300000,815,Maduravoyal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,11200000,2652,Nungambakkam,4,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,12600000,1885,Nungambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6200000,1600,Kottivakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3180000,1800,Kottivakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4272000,1019,Maduravoyal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4299000,966,Maraimalai Nagar,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3650000,890,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4237000,920,Kovilambakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4953000,745,Vellakkal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4953000,800,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4432000,1032,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4704000,1032,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5690000,1108,Sithalapakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5690000,980,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5500000,1211,Kil Ayanambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5088000,1211,Kil Ayanambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5088000,960,Ponniammanmedu,2,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,2500000,1060,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4075000,1060,Medavakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5040000,523,Selaiyur,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4372000,849,Medavakkam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4705000,1050,Kovilambakkam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3270000,911,Nanmangalam,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,7108000,886,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4705000,711,Pammal,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,4300000,1481,Kanathur Reddikuppam,3,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5550000,886,Ambattur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5775000,1000,Pozhichalur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6286000,960,Velachery,2,1,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5775000,808,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,3808000,882,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6286000,808,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,6286000,523,Porur,1,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5940000,882,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5460000,882,Porur,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Chennai,5104000,990,Chromepet,2,0,9,9,9,9,9,9,9,9,9,9,9,9
